#{"t_start": 1762439432.5778115, "env_id": "None"}
r,l,t
42.719482,208,18040.83378
934.0322,184,18062.600641
48.039,221,18086.36894
980.80615,248,18111.601162
1043.7489,175,18135.291168
455.4474,332,18165.069848
807.6655,294,18192.789674
746.7171,111,18210.610347
583.682,159,18231.035656
811.0115,142,18250.528065
45.675797,175,18271.809154
746.249,125,18290.385328
471.57294,127,18309.076354
-195.74823,299,18337.102439
947.61926,156,18359.808346
1264.1289,188,18381.785631
575.252,160,18402.277097
1033.0001,146,18421.987628
61.893463,180,18443.548547
1528.2318,178,18465.003586
998.56006,216,18488.503919
278.39417,218,18512.112978
870.20386,139,18531.434508
463.03577,85,18547.848105
935.4347,250,18573.177179
1000.5657,229,18597.370621
575.1559,151,18619.776333
469.46204,88,18636.357946
790.721,163,18656.984591
881.7809,187,18678.927891
727.44635,134,18697.982713
1042.0195,149,18717.846208
-7569.592,554,18759.587916
985.61755,128,18778.333002
978.5626,155,18798.539362
1479.8013,162,18819.120921
971.64124,162,18839.698884
943.1211,186,18864.0011
500.6964,84,18880.36253
349.01196,133,18899.364427
1391.3466,210,18922.538612
770.62555,118,18940.746615
817.23334,129,18959.542508
919.3329,129,18978.347017
596.3345,131,18997.251545
840.2628,138,19016.533376
722.3865,157,19036.849714
924.9415,151,19056.841778
840.8811,175,19078.122096
1732.0612,261,19104.057678
1360.0568,178,19127.930519
1657.2441,217,19151.477175
379.21042,196,19173.906827
942.3185,158,19194.266451
765.4002,133,19213.275049
816.90173,133,19232.290015
1567.8561,185,19254.132166
449.92578,144,19273.74727
746.5922,123,19292.227827
1459.8044,176,19313.556719
1114.7664,157,19333.88006
1621.3473,306,19362.236626
1205.1932,179,19386.202219
830.3036,135,19405.322454
861.3417,127,19424.016733
842.5783,179,19445.510298
1164.8009,142,19465.008548
1215.3224,169,19485.935053
886.8003,163,19506.566957
135.77295,144,19526.159294
1063.9237,148,19545.989882
524.9447,114,19564.002333
772.07,136,19583.185934
815.08997,116,19601.294987
1551.6921,235,19625.813084
1270.6472,150,19648.182894
910.6047,151,19668.16072
1333.7277,192,19690.35364
1189.4697,178,19711.793541
1987.2815,316,19740.717248
632.0708,158,19761.073424
-118.517166,119,19779.347916
1248.0657,183,19801.068859
658.9029,157,19821.374164
933.9584,157,19841.679461
595.0815,199,19864.259175
856.4248,128,19882.989059
667.25665,114,19903.396445
955.1116,137,19922.664002
555.79974,97,19939.728746
213.83188,69,19955.290238
900.8569,138,19974.54509
913.16144,130,19993.395293
878.6763,135,20012.520553
945.73706,145,20032.17791
727.60315,146,20051.889529
1057.9222,168,20072.794811
799.35834,111,20090.621194
1536.4479,178,20112.063753
838.4977,113,20129.989289
853.13214,238,20154.684613
-3444.705,434,20192.348879
808.1254,172,20213.485159
1360.0745,177,20234.855983
819.2936,148,20254.67525
816.91064,118,20272.871065
1332.2117,246,20297.989497
945.23584,141,20317.43072
275.50494,121,20335.80025
737.59534,136,20354.980299
1026.5679,143,20374.538448
1613.9146,263,20400.578304
1349.142,195,20425.460034
754.0859,122,20443.877994
-726.4476,338,20473.986641
1843.1805,264,20500.104494
1528.7556,193,20522.366283
1578.8777,257,20548.075937
1737.001,234,20572.560947
562.02905,109,20590.273734
542.0945,108,20607.941527
1690.9684,234,20632.417305
1532.2731,217,20658.373545
1304.6357,203,20681.166737
686.23755,148,20700.994541
1993.8472,236,20725.569945
940.3202,135,20744.6813
834.0028,121,20763.039636
1831.8325,255,20788.659259
1257.0656,160,20809.141483
631.2907,120,20827.445748
1489.9998,241,20852.305963
1044.9481,166,20873.112815
924.54333,137,20892.346418
1923.9796,240,20919.55672
1126.2914,142,20939.057674
439.85443,129,20957.863092
599.2725,196,20980.277592
2387.6023,226,21004.318247
1196.8906,363,21035.759133
859.25323,223,21059.632228
1330.3784,212,21082.91715
833.4409,166,21103.71786
368.78595,345,21136.548625
1231.3416,216,21160.03795
1400.3369,200,21182.659561
1043.1753,209,21205.767425
1180.9398,282,21232.824624
1643.0422,214,21256.214123
639.4365,124,21274.743289
820.7894,147,21294.517625
1718.5846,210,21317.694897
1336.8605,190,21339.791502
1909.9635,289,21369.650563
1000.4912,187,21391.594833
1458.8318,356,21422.645271
1116.1827,287,21449.977913
1350.6045,348,21480.609108
1209.0554,404,21514.251058
1363.8323,198,21536.7734
1197.223,194,21561.493073
1135.1924,152,21581.532134
689.1637,124,21600.060448
1472.2427,215,21623.519837
381.81412,206,21646.489475
782.6045,281,21673.525585
1960.3628,230,21697.792243
1744.6871,377,21730.018954
1053.0828,163,21750.669483
381.97827,427,21787.979934
1224.2123,179,21809.470084
1054.4846,175,21830.748228
1494.0776,188,21852.727842
533.89734,234,21877.224397
652.1023,146,21896.942161
2946.6628,432,21932.130993
891.14777,193,21954.389534
1124.4304,264,21982.934722
1523.1958,240,22007.723228
1726.6823,213,22031.068116
1796.968,294,22058.79173
988.27246,165,22079.525446
107.06055,285,22106.765575
1177.6044,238,22131.443398
2014.1873,399,22164.822827
1072.5781,133,22183.82525
1199.544,287,22213.595338
2022.1238,308,22242.062204
1068.965,180,22263.619223
892.7791,144,22283.222419
1338.8726,187,22305.15712
1934.9589,243,22330.110282
1317.7448,181,22351.723729
-2141.533,594,22398.116828
1027.5216,153,22418.218177
1238.3458,159,22438.634576
2009.5474,252,22464.091719
670.0196,172,22485.201509
1555.7239,199,22507.774697
1431.1273,186,22529.646593
1091.2395,149,22549.538131
827.0999,287,22576.870812
1936.4683,252,22602.319353
2589.2554,300,22632.868932
2182.794,386,22665.576433
1907.6816,258,22691.376492
1933.7252,348,22722.01576
901.152,157,22742.312227
2117.7256,331,22772.039858
1524.2856,213,22795.363381
1410.3082,213,22818.708407
-939.87524,631,22867.015949
1155.9897,177,22888.413283
1145.642,166,22909.21713
1691.8169,217,22932.772709
886.4071,169,22953.722416
298.64368,438,22989.233654
1454.676,223,23013.12083
1926.9119,225,23039.382275
574.559,103,23056.7706
1159.1127,168,23077.670026
942.14417,135,23096.799471
2458.1328,475,23134.301589
685.35565,162,23154.882648
779.9515,107,23172.493678
1583.3934,267,23198.734563
3229.4014,457,23235.260938
2247.9053,382,23270.189086
2351.6516,415,23304.465833
1127.6676,157,23324.77636
1912.9886,232,23349.13852
1663.052,247,23374.313435
772.0323,151,23394.295116
144.66817,397,23427.580885
1985.9819,281,23457.03849
1016.687,272,23483.552401
1801.9099,247,23508.73086
1363.4357,168,23529.624675
747.42035,124,23548.159461
1394.2059,185,23569.973903
2346.3562,268,23596.283771
846.1668,131,23615.18196
1443.2544,200,23637.801209
1406.1993,248,23663.024314
-302.16077,295,23693.183663
1705.111,215,23716.627404
2225.5657,291,23744.16775
1003.61475,284,23771.37456
2387.0894,265,23797.519077
879.4825,140,23816.921221
870.5511,305,23845.241959
1762.2642,337,23877.831404
-386.82797,402,23911.396589
893.7811,161,23931.927169
1688.8342,238,23956.616377
580.28894,127,23975.313421
1697.4744,266,24001.493195
1176.278,294,24029.204343
2123.538,377,24061.407822
2893.4375,340,24094.033475
1366.8625,264,24120.135762
315.8314,184,24141.899731
1368.9683,197,24164.356333
-1686.2981,467,24201.412055
1361.4607,150,24221.372608
1224.3539,266,24247.565172
2264.3481,426,24284.839637
687.8695,110,24302.609712
563.1736,121,24320.970513
1515.8777,254,24346.529818
1249.261,294,24374.270918
796.9552,133,24393.288523
1345.2473,186,24415.165455
565.25116,130,24434.016125
1944.4209,249,24459.278697
815.7337,161,24479.811746
1684.5381,262,24505.785451
1561.8735,237,24532.803531
1334.3335,164,24553.480556
1516.1421,203,24576.294538
1182.159,148,24596.131592
698.5197,102,24613.469863
2228.0002,292,24641.052144
1930.3218,293,24668.711423
1183.2399,255,24694.307069
2496.342,328,24723.884615
1139.6844,158,24746.653841
2311.1262,359,24777.884171
997.8385,132,24796.841984
998.1146,252,24822.269661
1210.053,140,24841.683563
1792.9777,289,24869.127355
1217.8118,161,24889.675884
1619.9192,365,24921.20664
2497.8242,463,24960.544847
814.8604,145,24980.205026
2447.615,301,25008.296647
1517.431,218,25031.891201
1149.4392,172,25053.009249
1281.3987,264,25079.108497
1266.9335,172,25100.221386
1231.5865,201,25122.903301
637.6255,122,25141.318137
1622.1927,275,25170.403563
1026.6158,149,25190.291542
1738.2468,243,25215.2415
1044.5107,377,25247.435784
817.3339,229,25271.611703
182.20746,238,25296.28581
885.89124,136,25315.444762
2271.831,240,25340.245322
1515.0922,234,25364.709234
943.8451,247,25392.324761
1796.4352,227,25416.419652
188.5069,223,25440.30773
759.27313,176,25461.651028
1051.3925,227,25485.761098
1390.5728,191,25507.902616
-257.88184,325,25537.318217
-139.43924,296,25565.163932
-97.73682,301,25595.675195
719.5476,135,25614.782804
2605.548,476,25652.33601
1962.304,322,25681.580954
2293.1309,320,25710.687391
947.963,161,25731.208826
1908.5706,261,25757.129102
954.05676,124,25775.646299
1837.94,308,25806.618237
397.49747,113,25824.550461
2741.363,321,25853.716792
1345.4159,416,25887.987103
1479.702,193,25910.22802
-31991.861,1680,26015.35019
1180.1519,186,26037.22183
2668.8154,428,26072.182601
875.6148,222,26096.007416
1138.2474,184,26117.773832
1200.1047,379,26152.515266
49.94902,169,26173.486948
609.7946,120,26191.77556
1640.5686,313,26220.488718
432.22766,174,26241.713106
791.8781,127,26260.389222
387.63776,263,26286.438038
855.58405,154,26306.592746
2237.3728,256,26332.257896
1783.6042,229,26356.445501
544.24524,317,26387.90431
1208.6396,157,26408.215809
762.62317,161,26428.748486
1759.9384,247,26453.915495
2029.8762,257,26479.63404
1235.9218,143,26499.180307
-4034.9197,482,26537.066054
-616.0104,351,26567.876667
1066.6516,170,26591.293719
1364.3348,395,26624.474774
1206.5233,229,26648.683469
1603.5905,278,26675.515754
958.31824,159,26695.923382
352.96124,169,26716.867939
628.7441,277,26743.679901
1345.4497,172,26764.810952
478.50073,276,26791.567822
405.4618,192,26816.097666
1582.3274,245,26841.165804
687.7798,221,26864.924367
1211.9636,341,26895.180301
436.94043,93,26912.044138
635.2808,181,26933.64882
1483.1083,193,26955.901826
75.7182,313,26984.642876
-3211.8635,467,27024.134666
1162.7567,216,27047.608964
1996.3655,252,27073.051654
2012.1956,228,27097.194523
208.8266,653,27144.332076
1397.7706,233,27168.756759
947.2594,175,27190.025353
750.6394,296,27220.298659
2059.7253,290,27247.778538
1787.6566,266,27273.976632
1661.3561,243,27298.924233
1070.266,518,27338.734651
1923.8383,298,27366.689335
1266.8141,203,27389.491194
1648.2361,271,27418.432366
1325.2211,293,27446.086412
-3527.2244,513,27485.641077
3267.572,411,27519.683248
-2530.7642,373,27551.672866
625.87286,225,27575.663573
495.41675,119,27596.386201
1007.827,265,27622.541432
1063.48,156,27642.78313
689.00806,124,27661.312207
952.6937,138,27680.599839
-55246.273,2000,27802.904313
489.6745,114,27820.880449
1270.3246,147,27840.645841
-4016.2717,586,27884.175756
820.0317,126,27902.812774
-736.50195,661,27952.770325
1513.7727,259,27978.590731
808.3734,202,28001.333031
-57717.324,2000,28123.790002
804.37787,122,28142.21719
-3443.8843,553,28183.91443
889.08746,193,28206.173486
775.24274,117,28224.31194
1916.1781,308,28252.788239
1708.346,232,28279.53606
-2054.7104,433,28314.784799
1099.3412,168,28335.671939
1708.3461,547,28377.071718
1147.302,319,28406.150648
1651.8315,221,28429.927721
1252.0702,216,28455.89536
1511.8369,255,28481.505988
2279.1477,290,28509.004372
2415.999,358,28540.178184
1374.7947,190,28562.268646
1539.2028,212,28585.53837
2247.7104,382,28618.032561
3486.8105,409,28654.403396
1853.3022,264,28680.496477
1322.5038,191,28702.620362
1953.2925,321,28731.805268
984.1592,131,28750.726972
1310.2528,191,28772.872052
1779.1168,226,28796.912431
